年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,得票率%,略称党名,党順序,自治体コード
2011,渋谷,当,1755.0,沢島　英隆,さわしま　ひでたか,48.0,男,公明,現,区議会議員,2.59,公明,4.0,131130
2011,渋谷,当,1563.0,植野　修,うえの　おさむ,61.0,男,公明,現,区議会議員,2.31,公明,4.0,131130
2011,渋谷,当,1559.0,広瀬　誠,ひろせ　まこと,61.0,男,公明,現,渋谷区議会議員,2.3,公明,4.0,131130
2011,渋谷,当,1449.0,栗谷　順彦,くりや　よしひこ,54.0,男,公明,現,区議会議員,2.14,公明,4.0,131130
2011,渋谷,当,1443.0,古川　斗記男,ふるかわ　ときお,57.0,男,公明,現,渋谷区議会議員,2.13,公明,4.0,131130
2011,渋谷,当,1403.0,久永　薫,ひさなが　かおる,48.0,女,公明,新,無職,2.07,公明,4.0,131130
2019,渋谷,当,1656.0,松山　克幸,,59.0,男,公明,現,,2.24,公明,4.0,131130
2019,渋谷,当,1612.0,久永　薫,,56.0,女,公明,現,,2.18,公明,4.0,131130
2019,渋谷,当,1574.0,近藤　順子,,51.0,女,公明,現,,2.13,公明,4.0,131130
2019,渋谷,当,1524.0,栗谷　順彦,,62.0,男,公明,現,,2.07,公明,4.0,131130
2019,渋谷,当,1489.0,沢島　英隆,,56.0,男,公明,現,,2.02,公明,4.0,131130
2015,渋谷,落,1191.0,大西　順子,おおにし　じゅんこ,49.0,女,維新,新,会社監査役,1.63,維新,3.0,131130
2015,渋谷,落,883.0,橘高　薫子,きったか　かおるこ,45.0,女,維新,新,特定非営利活動法人理事,1.21,維新,3.0,131130
2015,渋谷,落,604.0,小嶋　秀治,こじま　ひではる,52.0,男,次世代,新,報道カメラマン会社経営,0.83,諸派,99.0,131130
2019,渋谷,落,214.122,守田　有希生,,31.0,男,幸福実現党,新,,0.29,諸派,99.0,131130
2015,渋谷,当,1887.0,堀切　稔仁,ほりきり　ねんじん,46.0,男,渋谷オンブズマン,現,渋谷区議会議員,2.58,諸派,99.0,131130
2011,渋谷,当,1424.0,堀切　稔仁,ほりきり　ねんじん,42.0,男,渋谷オンブズマン,新,自営業,2.1,諸派,99.0,131130
2015,渋谷,当,1233.0,田中　匠身,たなか　たくみ,46.0,男,元気,新,会社役員,1.69,諸派,99.0,131130
2019,渋谷,当,3340.0,中田　喬士,,29.0,男,立憲,新,,4.53,立憲,2.0,131130
2019,渋谷,当,2694.0,吉田　佳代子,,56.0,女,立憲,現,,3.65,立憲,2.0,131130
2019,渋谷,当,2005.0,小田　浩美,,53.0,女,立憲,新,,2.72,立憲,2.0,131130
2019,渋谷,当,1716.0,治田　学,,48.0,男,立憲,現,,2.33,立憲,2.0,131130
2019,渋谷,当,1428.0,金子　快之,,48.0,男,NHKから国民を守る党,新,,1.94,NHK,9.0,131130
2019,渋谷,落,603.0,浜田　浩樹,,41.0,男,国民,元,,0.82,国民,6.0,131130
2019,渋谷,当,2376.0,橋本　侑樹,,26.0,女,あたらしい党,新,,3.22,諸派,99.0,131130
2019,渋谷,当,1631.0,堀切　稔仁,,50.0,男,渋谷オンブスマン,現,,2.21,諸派,99.0,131130
2019,渋谷,落,288.0,新庄　美鈴,,58.0,女,自由を守る会,新,,0.39,諸派,99.0,131130
2015,中央,当,3736.0,山本　理恵,やまもと　りえ,35.0,女,無所属,現,中央区議会議員,7.43,無所属,11.0,131024
2015,中央,当,2039.0,石島　秀起,いしじま　ひでき,55.0,男,無所属,元,不動産賃貸業,4.06,無所属,11.0,131024
2015,中央,当,1755.0,小坂　和輝,こさか　かずき,48.0,男,無所属,元,小児科医師,3.49,無所属,11.0,131024
2015,中央,当,1076.456,田中　耕太郎,たなか　こうたろう,37.0,男,無所属,現,中央区議会議員,2.14,無所属,11.0,131024
2015,中央,当,964.008,渡部　恵子,わたなべ　けいこ,50.0,女,無所属,現,中央区議会議員,1.92,無所属,11.0,131024
2015,中央,当,946.991,渡部　博年,わたなべ　ひろとし,53.0,男,無所属,現,中央区議会議員,1.88,無所属,11.0,131024
2015,中央,当,830.0,富永　一,とみなが　はじめ,47.0,男,無所属,現,中央区議会議員,1.65,無所属,11.0,131024
2015,中央,落,726.0,増渕　一孝,ますぶち　かずたか,69.0,男,無所属,現,中央区議会議員,1.44,無所属,11.0,131024
2015,中央,落,666.0,太田　太,おおた　ふとし,43.0,男,無所属,新,運送業,1.32,無所属,11.0,131024
2015,中央,落,642.0,梶川　康二,かじかわ　やすじ,48.0,男,無所属,新,政治団体代表,1.28,無所属,11.0,131024
2015,中央,落,602.0,増田　光辰,ますだ　みつよし,50.0,男,無所属,新,印刷業経営,1.2,無所属,11.0,131024
2015,中央,落,594.362,田中　ゆうか,たなか　ゆうか,48.0,女,無所属,新,会社経営,1.18,無所属,11.0,131024
2015,中央,落,500.0,白須　夏,しらす　なつ,48.0,女,無所属,新,無職,0.99,無所属,11.0,131024
2015,中央,落,442.0,湯川　悟史,ゆかわ　さとし,30.0,男,無所属,新,会社員,0.88,無所属,11.0,131024
2015,中央,落,309.0,宮本　晃司,みやもと　こうじ,35.0,男,無所属,新,会社役員,0.62,無所属,11.0,131024
2015,中央,落,258.0,松浦　建二,まつうら　けんじ,47.0,男,無所属,新,ファイナンシャルプランナー,0.51,無所属,11.0,131024
2015,中央,落,255.0,川口　修一郎,かわぐち　しゅういちろう,49.0,男,無所属,新,介護福祉士,0.51,無所属,11.0,131024
2015,中央,落,142.0,大日野　秀行,おおひの　ひでゆき,58.0,男,無所属,新,会社員,0.28,無所属,11.0,131024
2015,中央,落,117.0,木下　純一,きのした　じゅんいち,65.0,男,無所属,新,税理士,0.23,無所属,11.0,131024
2015,中央,落,87.0,西村　博隆,にしむら　ひろたか,52.0,男,無所属,新,不動産会社経営,0.17,無所属,11.0,131024
2015,中央,落,71.0,児玉　真吾,こだま　しんご,50.0,男,無所属,新,会社役員,0.14,無所属,11.0,131024
2015,中央,落,53.0,大槙　邦親,おおまき　くにちか,83.0,男,無所属,新,会社役員,0.1,無所属,11.0,131024
2015,中央,落,40.0,新井　勝矢,あらい　かつや,47.0,男,無所属,新,学習塾講師,0.08,無所属,11.0,131024
2011,中央,当,2112.0,石島　秀起,いしじま　ひでき,51.0,男,無所属,現,中央区議会議員,4.73,無所属,11.0,131024
2011,中央,当,1326.0,高橋　伸治,たかはし　しんじ,56.0,男,無所属,現,会社役員,2.97,無所属,11.0,131024
2011,中央,当,1260.131,渡部　恵子,わたなべ　けいこ,46.0,女,無所属,新,水産仲卸業,2.82,無所属,11.0,131024
2011,中央,当,966.868,渡部　博年,わたなべ　ひろとし,49.0,男,無所属,現,中央区議会議員,2.17,無所属,11.0,131024
2011,中央,落,750.419,田中　ゆうか,たなか　ゆうか,44.0,女,無所属,新,無職,1.68,無所属,11.0,131024
2011,中央,落,382.0,武田　恭宏,たけだ　やすひろ,53.0,男,無所属,新,会社非常勤顧問,0.86,無所属,11.0,131024
2011,中央,落,295.0,宮本　晃司,みやもと　こうじ,31.0,男,無所属,新,無職,0.66,無所属,11.0,131024
2011,中央,落,253.0,朴沢　重雄,ほおざわ　しげお,60.0,男,無所属,新,レンタルビデオ店経営,0.57,無所属,11.0,131024
2011,中央,落,230.0,,,39.0,男,無所属,新,無職,0.52,無所属,11.0,131024
2011,中央,落,163.0,武石　淳,たけいし　すなお,63.0,男,無所属,新,NPO法人理事,0.36,無所属,11.0,131024
2019,中央,当,4088.0,山本　理恵,,39.0,女,無所属,現,,7.0,無所属,11.0,131024
2019,中央,当,2511.0,小坂　和輝,,52.0,男,無所属,現,,4.3,無所属,11.0,131024
2019,中央,当,2121.0,青木　佳乃,,57.0,女,無所属,現,,3.63,無所属,11.0,131024
2019,中央,当,1180.969,渡部　博年,,57.0,男,無所属,現,,2.02,無所属,11.0,131024
2019,中央,当,1140.0,原田　賢一,,71.0,男,無所属,現,,1.95,無所属,11.0,131024
2019,中央,落,985.0,穂積　勇起,,37.0,男,無所属,新,,1.69,無所属,11.0,131024
2019,中央,落,865.0,宇佐美　圭吾,,30.0,男,無所属,新,,1.48,無所属,11.0,131024
2019,中央,落,762.0,河島　美里,,39.0,女,無所属,新,,1.3,無所属,11.0,131024
2019,中央,落,658.0,松川　剛之,,43.0,男,無所属,現,,1.13,無所属,11.0,131024
2019,中央,落,273.0,高木　亮,,43.0,男,無所属,新,,0.47,無所属,11.0,131024
2019,中央,落,64.0,菅原　優,,68.0,男,無所属,新,,0.11,無所属,11.0,131024
2011,中央,当,2307.0,河井　志帆,かわい　しほ,34.0,女,みんな,新,無職,5.17,諸派,99.0,131024
2011,中央,当,1930.652,田中　耕太郎,たなか　こうたろう,33.0,男,みんな,現,中央区議会議員,4.33,諸派,99.0,131024
2011,中央,当,1427.0,山本　理恵,やまもと　りえ,31.0,女,みんな,新,無職,3.2,諸派,99.0,131024
2011,中央,当,1425.0,青木　佳乃,あおき　かの,49.0,女,みんな,新,英語講師,3.19,諸派,99.0,131024
2019,中央,落,270.0,前田　利行,,46.0,男,みんな,新,,0.46,諸派,99.0,131024
2015,中央,当,1928.0,押田　満理子,おしだ　まりこ,69.0,女,自民,現,中央区議会議員,3.83,自民,1.0,131024
2015,中央,当,1780.0,木村　克一,きむら　かついち,57.0,男,自民,現,会社役員,3.54,自民,1.0,131024
2015,中央,当,1670.0,礒野　忠,いその　ただし,53.0,男,自民,現,中央区議会議員,3.32,自民,1.0,131024
2015,中央,当,1528.0,瓜生　正高,うりう　まさたか,37.0,男,自民,現,中央区議会議員,3.04,自民,1.0,131024
2015,中央,当,1405.0,鈴木　久雄,すずき　ひさお,73.0,男,自民,現,中央区議会議員,2.79,自民,1.0,131024
2015,中央,当,1371.496,中嶋　寛明,なかじま　ひろあき,67.0,男,自民,現,中央区議会議員,2.73,自民,1.0,131024
2015,中央,当,1229.0,佐藤　敦子,さとう　あつこ,42.0,女,自民,新,無職,2.44,自民,1.0,131024
2015,中央,当,1220.0,石田　英朗,いしだ　ひでお,68.0,男,自民,現,中央区議会議員,2.43,自民,1.0,131024
2015,中央,当,1220.0,原田　賢一,はらだ　けんいち,67.0,男,自民,現,中央区議会議員,2.43,自民,1.0,131024
2015,中央,当,997.0,塚田　秀伸,つかだ　ひでのぶ,49.0,男,自民,新,商業デザイナー,1.98,自民,1.0,131024
2015,中央,当,938.0,海老原　崇智,えびはら　たかさと,37.0,男,自民,新,不動産経営,1.86,自民,1.0,131024
2015,中央,当,818.0,染谷　真人,そめや　まこと,54.0,男,自民,現,中央区議会議員,1.63,自民,1.0,131024
2015,中央,落,777.0,鷲頭　隆史,わしず　たかし,72.0,男,自民,元,広告・マーケティングコンサルタント,1.54,自民,1.0,131024
2011,中央,当,1630.0,礒野　忠,いその　ただし,49.0,男,自民,現,中央区議会議員,3.65,自民,1.0,131024
2011,中央,当,1537.0,鈴木　久雄,すずき　ひさお,69.0,男,自民,現,中央区議会議員,3.44,自民,1.0,131024
2011,中央,当,1432.0,瓜生　正高,うりう　まさたか,33.0,男,自民,新,政党支部役員,3.21,自民,1.0,131024
2011,中央,当,1411.0,木村　克一,きむら　かついち,53.0,男,自民,現,会社役員,3.16,自民,1.0,131024
2011,中央,当,1261.0,押田　満理子,おしだ　まりこ,65.0,女,自民,現,中央区議会議員,2.83,自民,1.0,131024
2011,中央,当,1211.0,今野　弘美,こんの　ひろみ,51.0,男,自民,現,中央区議会議員,2.71,自民,1.0,131024
2011,中央,当,1133.55,中嶋　寛明,なかじま　ひろあき,63.0,男,自民,現,中央区議会議員,2.54,自民,1.0,131024
2011,中央,当,1117.0,富永　一,とみなが　はじめ,43.0,男,自民,新,会社役員,2.5,自民,1.0,131024
2011,中央,当,1091.0,原田　賢一,はらだ　けんいち,63.0,男,自民,現,中央区議会議員,2.44,自民,1.0,131024
2011,中央,当,1074.0,染谷　真人,そめや　まこと,50.0,男,自民,新,会社役員,2.41,自民,1.0,131024
2011,中央,当,839.0,石田　英朗,いしだ　ひでお,64.0,男,自民,現,中央区議会議員,1.88,自民,1.0,131024
2011,中央,当,835.0,増渕　一孝,ますぶち　かずたか,65.0,男,自民,現,中央区議会議員,1.87,自民,1.0,131024
2011,中央,落,799.0,鷲頭　隆史,わしず　たかし,68.0,男,自民,現,中央区議会議員,1.79,自民,1.0,131024
2011,中央,落,625.0,佐藤　道子,さとう　みちこ,41.0,女,自民,新,歯科医師,1.4,自民,1.0,131024
2019,中央,当,1890.0,礒野　忠,,57.0,男,自民,現,,3.24,自民,1.0,131024
2019,中央,当,1881.0,太田　太,,47.0,男,自民,新,,3.22,自民,1.0,131024
2019,中央,当,1842.667,田中　耕太郎,,41.0,男,自民,現,,3.15,自民,1.0,131024
2019,中央,当,1834.0,瓜生　正高,,41.0,男,自民,現,,3.14,自民,1.0,131024
2019,中央,当,1586.0,神谷　俊宏,,37.0,男,自民,新,,2.72,自民,1.0,131024
2019,中央,当,1525.0,押田　満理子,,73.0,女,自民,現,,2.61,自民,1.0,131024
2019,中央,当,1454.0,竹内　幸美,,47.0,女,自民,新,,2.49,自民,1.0,131024
2019,中央,当,1444.0,佐藤　敦子,,46.0,女,自民,現,,2.47,自民,1.0,131024
2019,中央,当,1372.0,木村　克一,,61.0,男,自民,現,,2.35,自民,1.0,131024
2019,中央,当,1309.0,海老原　祟智,,41.0,男,自民,現,,2.24,自民,1.0,131024
2019,中央,当,1176.0,富永　一,,51.0,男,自民,現,,2.01,自民,1.0,131024
2019,中央,当,1160.0,中嶋　寛明,,71.0,男,自民,現,,1.99,自民,1.0,131024
2019,中央,当,1062.0,塚田　秀伸,,53.0,男,自民,現,,1.82,自民,1.0,131024
2019,中央,落,1035.68,石田　英朗,,72.0,男,自民,現,,1.77,自民,1.0,131024
2019,中央,落,876.0,染谷　真人,,58.0,男,自民,現,,1.5,自民,1.0,131024
2015,中央,当,1555.0,奥村　暁子,おくむら　あきこ,42.0,女,共産,現,中央区議会議員,3.09,共産,5.0,131024
2015,中央,当,1468.0,小栗　智恵子,おぐり　ちえこ,59.0,女,共産,現,中央区議会議員,2.92,共産,5.0,131024
2015,中央,当,1137.0,志村　孝美,しむら　たかよし,61.0,男,共産,現,中央区議会議員,2.26,共産,5.0,131024
2015,中央,当,965.0,加藤　博司,かとう　ひろし,64.0,男,共産,現,中央区議会議員,1.92,共産,5.0,131024
2011,中央,当,1138.0,奥村　暁子,おくむら　あきこ,38.0,女,共産,新,政党職員,2.55,共産,5.0,131024
2011,中央,当,1028.0,志村　孝美,しむら　たかよし,57.0,男,共産,現,中央区議会議員,2.3,共産,5.0,131024
2011,中央,当,990.0,小栗　智恵子,おぐり　ちえこ,55.0,女,共産,現,中央区議会議員,2.22,共産,5.0,131024
2011,中央,当,814.0,加藤　博司,かとう　ひろし,60.0,男,共産,新,政党職員,1.82,共産,5.0,131024
2019,中央,当,1228.0,小栗　智恵子,,63.0,女,共産,現,,2.1,共産,5.0,131024
2019,中央,当,1168.0,奥村　暁子,,46.0,女,共産,現,,2.0,共産,5.0,131024
2019,中央,落,1033.0,志村　孝美,,65.0,男,共産,現,,1.77,共産,5.0,131024
2019,中央,落,699.0,加藤　博司,,68.0,男,共産,現,,1.2,共産,5.0,131024
2015,中央,当,1143.0,森谷　歩美,もりや　あゆみ,29.0,女,民主,新,無職,2.27,民主,80.0,131024
2011,中央,当,1725.0,守本　利雄,もりもと　としお,61.0,男,民主,現,中央区議会議員,3.86,民主,80.0,131024
2015,中央,当,1611.179,田中　広一,たなか　こういち,43.0,男,公明,現,中央区議会議員,3.2,公明,4.0,131024
2015,中央,当,1389.503,中島　賢治,なかじま　けんじ,58.0,男,公明,現,中央区議会議員,2.76,公明,4.0,131024
2015,中央,当,1144.0,堀田　弥生,ほった　やよい,48.0,女,公明,現,中央区議会議員,2.28,公明,4.0,131024
2015,中央,当,1118.0,墨谷　浩一,すみや　こういち,52.0,男,公明,現,中央区議会議員,2.22,公明,4.0,131024
2011,中央,当,1547.928,田中　広一,たなか　こういち,39.0,男,公明,現,中央区議会議員,3.47,公明,4.0,131024
2011,中央,当,1347.0,植原　恭子,うえはら　やすこ,58.0,女,公明,現,中央区議会議員,3.02,公明,4.0,131024
2011,中央,当,1088.449,中島　賢治,なかじま　けんじ,54.0,男,公明,現,中央区議会議員,2.44,公明,4.0,131024
2011,中央,当,1058.0,墨谷　浩一,すみや　こういち,48.0,男,公明,新,無職,2.37,公明,4.0,131024
2011,中央,当,1038.0,堀田　弥生,ほった　やよい,44.0,女,公明,新,無職,2.33,公明,4.0,131024
2019,中央,当,1674.332,田中　広一,,47.0,男,公明,現,,2.87,公明,4.0,131024
2019,中央,当,1390.0,堀田　弥生,,52.0,女,公明,現,,2.38,公明,4.0,131024
2019,中央,当,1390.0,中島　賢治,,62.0,男,公明,現,,2.38,公明,4.0,131024
2019,中央,当,1248.0,墨谷　浩一,,56.0,男,公明,現,,2.14,公明,4.0,131024
2015,中央,当,2279.0,青木　佳乃,あおき　かの,53.0,女,維新,現,中央区議会,4.53,維新,3.0,131024
2015,中央,当,801.0,松川　剛之,まつかわ　たけゆき,39.0,男,維新,新,会社経営,1.59,維新,3.0,131024
2019,中央,当,1108.0,白須　夏,,52.0,女,維新,新,,1.9,維新,3.0,131024
2015,中央,落,431.0,国枝　智,くにえだ　さとる,38.0,男,次世代,新,無職,0.86,諸派,99.0,131024
2019,中央,落,207.0,古田　弘樹,,26.0,男,幸福実現党,新,,0.35,諸派,99.0,131024
2011,中央,落,812.0,太田　太,おおた　ふとし,39.0,男,たち日,新,会社顧問,1.82,諸派,99.0,131024
2019,中央,当,1686.0,梶谷　優香,,27.0,女,立憲,新,,2.89,立憲,2.0,131024
2019,中央,当,1387.0,高橋　真規子,,41.0,女,立憲,新,,2.37,立憲,2.0,131024
2019,中央,当,1205.03,渡部　恵子,,54.0,女,立憲,現,,2.06,立憲,2.0,131024
2019,中央,当,1100.0,二瓶　文徳,,25.0,男,NHKから国民を守る党,新,,1.88,NHK,9.0,131024
2019,中央,落,485.319,石田　太朗,,31.0,男,国民,新,,0.83,国民,6.0,131024
2019,中央,当,1074.0,高橋　元気,,36.0,男,あたらしい党,新,,1.84,諸派,99.0,131024
2019,中央,落,458.0,林　敦,,52.0,男,あたらしい党,新,,0.78,諸派,99.0,131024
2015,台東,当,2009.0,堀越　秀生,ほりこし　ひでお,50.0,男,無所属,現,,3.01,無所属,11.0,131067
2015,台東,当,1708.0,青鹿　公男,あおしか　くにお,46.0,男,無所属,新,,2.56,無所属,11.0,131067
2015,台東,当,1377.0,早川　太郎,はやかわ　たろう,48.0,男,無所属,現,,2.06,無所属,11.0,131067
2015,台東,当,1339.0,冨永　龍司,とみなが　りゅうじ,50.0,男,無所属,現,,2.01,無所属,11.0,131067
2015,台東,当,1265.0,木下　悦希,きのした　えつき,66.0,男,無所属,現,,1.9,無所属,11.0,131067
2015,台東,当,1211.0,田中　伸宏,たなか　のぶひろ,68.0,男,無所属,現,,1.82,無所属,11.0,131067
2015,台東,当,1177.0,君塚　裕史,きみづか　ひろふみ,63.0,男,無所属,現,,1.76,無所属,11.0,131067
2015,台東,落,938.0,中村　謙治郎,なかむら　けんじろう,37.0,男,無所属,新,,1.41,無所属,11.0,131067
2015,台東,落,919.0,東　久仁子,あずま　くにこ,48.0,女,無所属,現,,1.38,無所属,11.0,131067
2015,台東,落,650.904,鈴木　一郎,すずき　いちろー,62.0,男,無所属,元,,0.98,無所属,11.0,131067
2015,台東,落,601.0,金沢　秀憲,かなざわ　ひでのり,57.0,男,無所属,新,,0.9,無所属,11.0,131067
2015,台東,落,512.0,霜村　天弘,しもむら　てんこう,38.0,男,無所属,新,,0.77,無所属,11.0,131067
2015,台東,落,337.0,掛川　暁生,かけがわ　あきなり,34.0,男,無所属,新,,0.5,無所属,11.0,131067
2011,台東,当,2905.0,堀越　秀生,ほりこし　ひでお,46.0,男,無所属,元,無職,4.07,無所属,11.0,131067
2011,台東,当,2176.0,早川　太郎,はやかわ　たろう,44.0,男,無所属,新,ビジネスホテル経営,3.05,無所属,11.0,131067
2011,台東,当,1779.0,田中　伸宏,たなか　のぶひろ,64.0,男,無所属,現,区議会議員,2.5,無所属,11.0,131067
2011,台東,当,1489.0,冨永　龍司,とみなが　りゅうじ,46.0,男,無所属,新,飲食店経営,2.09,無所属,11.0,131067
2011,台東,当,1415.0,東　久仁子,あずま　くにこ,44.0,女,無所属,現,区議会議員,1.98,無所属,11.0,131067
2011,台東,当,1387.0,君塚　裕史,きみづか　ひろふみ,59.0,男,無所属,現,自動車販売修理業,1.94,無所属,11.0,131067
2011,台東,落,1119.0,藤平　一雄,ふじひら　かずお,72.0,男,無所属,現,錺金具工芸製作,1.57,無所属,11.0,131067
2011,台東,落,526.0,松本　陽一,まつもと　よういち,56.0,男,無所属,新,印刷会社社長,0.74,無所属,11.0,131067
2019,台東,当,4157.021,本目　さよ,ほんめ　さよ,37.0,女,無所属,現,区議会議員,6.09,無所属,11.0,131067
2019,台東,当,2240.0,青鹿　公男,あおしか　くにお,50.0,男,無所属,現,区議会議員,3.28,無所属,11.0,131067
2019,台東,当,2097.0,堀越　秀生,ほりこし　ひでお,53.0,男,無所属,現,区議会議員,3.07,無所属,11.0,131067
2019,台東,当,1433.0,田中　宏篤,たなか　ひろあつ,43.0,男,無所属,新,会社員,2.1,無所属,11.0,131067
2019,台東,当,1365.978,早川　太郎,はやかわ　たろう,52.0,男,無所属,現,区議会議員,2.0,無所属,11.0,131067
2019,台東,当,1292.0,松村　智成,まつむら　ともなり,45.0,男,無所属,新,自営業,1.89,無所属,11.0,131067
2019,台東,落,1116.0,阿部　光利,あべ　みつとし,62.0,男,無所属,現,区議会議員,1.64,無所属,11.0,131067
2019,台東,落,1093.0,冨永　龍司,とみなが　りゅうじ,54.0,男,無所属,現,区議会議員,1.6,無所属,11.0,131067
2019,台東,落,270.0,本城　淳,ほんじょう　あつし,48.0,男,無所属,新,会社員,0.4,無所属,11.0,131067
2019,台東,落,129.0,[本人希望で削除],,47.0,男,無所属,新,団体役員,0.19,無所属,11.0,131067
2011,台東,当,2181.758,スズキ　イチロー,すずき　いちろー,58.0,男,みんな,新,会社経営,3.06,諸派,99.0,131067
2011,台東,当,1808.0,阿部　光利,あべ　みつとし,54.0,男,みんな,新,会社経営,2.54,諸派,99.0,131067
2015,台東,当,4425.0,保坂　真宏,ほさか　まさひろ,41.0,男,自民,新,,6.63,自民,1.0,131067
2015,台東,当,2692.742,鈴木　純,すずき　じゅん,32.0,男,自民,現,,4.04,自民,1.0,131067
2015,台東,当,1978.0,小島　智史,こじま　さとし,31.0,男,自民,新,,2.96,自民,1.0,131067
2015,台東,当,1829.0,太田　雅久,おおた　まさひさ,58.0,男,自民,現,,2.74,自民,1.0,131067
2015,台東,当,1720.0,高森　喜美子,たかもり　きみこ,65.0,女,自民,現,,2.58,自民,1.0,131067
2015,台東,当,1667.0,望月　元美,もちづき　もとみ,47.0,女,自民,現,,2.5,自民,1.0,131067
2015,台東,当,1496.0,和泉　浩司,いずみ　ひろし,58.0,男,自民,現,,2.24,自民,1.0,131067
2015,台東,当,1399.0,石川　義弘,いしかわ　よしひろ,61.0,男,自民,現,,2.1,自民,1.0,131067
2015,台東,当,1366.0,石塚　猛,いしづか　たけし,68.0,男,自民,現,,2.05,自民,1.0,131067
2015,台東,当,1335.0,寺井　康芳,てらい　やすよし,69.0,男,自民,現,,2.0,自民,1.0,131067
2015,台東,落,1065.0,村上　浩一郎,むらかみ　こういちろう,57.0,男,自民,新,,1.6,自民,1.0,131067
2015,台東,落,680.0,藤目　裕久,ふじめ　ひろひさ,60.0,男,自民,新,,1.02,自民,1.0,131067
2011,台東,当,3049.241,鈴木　純,すずき　じゅん,28.0,男,自民,新,無職,4.28,自民,1.0,131067
2011,台東,当,2394.0,太田　雅久,おおた　まさひさ,54.0,男,自民,現,区議会議員,3.36,自民,1.0,131067
2011,台東,当,2347.0,寺井　康芳,てらい　やすよし,65.0,男,自民,現,区議会議員,3.29,自民,1.0,131067
2011,台東,当,2096.0,石川　義弘,いしかわ　よしひろ,57.0,男,自民,現,歯科医,2.94,自民,1.0,131067
2011,台東,当,1883.0,高森　喜美子,たかもり　きみこ,61.0,女,自民,現,区議会議員,2.64,自民,1.0,131067
2011,台東,当,1881.0,石塚　猛,いしづか　たけし,64.0,男,自民,現,区議会議員,2.64,自民,1.0,131067
2011,台東,当,1815.0,望月　元美,もちづき　もとみ,43.0,女,自民,新,主婦,2.55,自民,1.0,131067
2011,台東,当,1705.451,和泉　浩司,いずみ　ひろし,54.0,男,自民,現,区議会議員,2.39,自民,1.0,131067
2011,台東,落,1282.0,村上　浩一郎,むらかみ　こういちろう,53.0,男,自民,新,会社員,1.8,自民,1.0,131067
2011,台東,落,1077.0,諸泉　良明,もろいずみ　よしあき,51.0,男,自民,新,会社経営,1.51,自民,1.0,131067
2019,台東,当,2312.0,望月　元美,もちづき　もとみ,51.0,女,自民,現,区議会議員,3.39,自民,1.0,131067
2019,台東,当,2134.667,鈴木　純,すずき　じゅん,36.0,男,自民,現,区議会議員,3.13,自民,1.0,131067
2019,台東,当,1855.0,太田　雅久,おおた　まさひさ,62.0,男,自民,現,区議会議員,2.72,自民,1.0,131067
2019,台東,当,1587.0,和泉　浩司,いずみ　ひろし,62.0,男,自民,元,自営業,2.33,自民,1.0,131067
2019,台東,当,1519.0,拝野　健,はいの　けん,33.0,男,自民,新,政党役員,2.23,自民,1.0,131067
2019,台東,当,1515.0,石塚　猛,いしづか　たけし,72.0,男,自民,現,区議会議員,2.22,自民,1.0,131067
2019,台東,当,1421.0,石川　義弘,いしかわ　よしひろ,65.0,男,自民,現,歯科医師,2.08,自民,1.0,131067
2019,台東,当,1390.0,高森　喜美子,たかもり　きみこ,69.0,女,自民,現,区議会議員,2.04,自民,1.0,131067
2019,台東,当,1161.0,岡田　勇一郎,おかだ　ゆういちろう,40.0,男,自民,新,会社役員,1.7,自民,1.0,131067
2019,台東,落,1157.0,小島　智史,こじま　さとし,35.0,男,自民,現,区議会議員,1.7,自民,1.0,131067
2019,台東,落,1086.0,君塚　裕史,きみづか　ひろふみ,67.0,男,自民,現,区議会議員,1.59,自民,1.0,131067
2019,台東,落,1084.0,大浦　美鈴,おおうら　みすず,58.0,女,自民,新,協会理事,1.59,自民,1.0,131067
2019,台東,落,1021.0,高山　就造,たかやま　しゅうぞう,30.0,男,自民,新,無職,1.5,自民,1.0,131067
2019,台東,落,937.0,対馬　充彦,つしま　みつひこ,39.0,男,自民,新,無職,1.37,自民,1.0,131067
2015,台東,当,2429.957,伊藤　延子,いとう　のぶこ,62.0,女,共産,新,,3.64,共産,5.0,131067
2015,台東,当,1986.0,秋間　洋,あきま　ひろし,56.0,男,共産,現,,2.98,共産,5.0,131067
2015,台東,当,1976.477,小高　明,おだか　あきら,66.0,男,共産,現,,2.96,共産,5.0,131067
2015,台東,当,1693.353,鈴木　昇,すずき　のぼる,42.0,男,共産,新,,2.54,共産,5.0,131067
2011,台東,当,2183.0,茂木　孝孔,もてぎ　たかよし,63.0,男,共産,現,区議会議員,3.06,共産,5.0,131067
2011,台東,当,2073.548,秋間　洋,あきま　ひろし,52.0,男,共産,現,政党役員,2.91,共産,5.0,131067
2011,台東,当,1580.0,橋詰　高志,はしづめ　たかし,54.0,男,共産,現,政党役員,2.22,共産,5.0,131067
2011,台東,当,1486.0,小高　明,おだか　あきら,62.0,男,共産,新,政党役員,2.08,共産,5.0,131067
2019,台東,当,2496.594,伊藤　延子,いとう　のぶこ,66.0,女,共産,現,区議会議員,3.66,共産,5.0,131067
2019,台東,当,1960.0,秋間　洋,あきま　ひろし,60.0,男,共産,現,区議会議員,2.87,共産,5.0,131067
